SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
50,4,9,53,49,Washington,Pacific County,20920,22471
50,4,9,53,51,Washington,Pend Oreille County,13001,13724
50,4,9,53,53,Washington,Pierce County,795225,904980
50,4,9,53,55,Washington,San Juan County,15769,17582
50,4,9,53,57,Washington,Skagit County,116901,129205
50,4,9,53,59,Washington,Skamania County,11066,12083
50,4,9,53,61,Washington,Snohomish County,713335,822083
50,4,9,53,63,Washington,Spokane County,471221,522798
50,4,9,53,65,Washington,Stevens County,43531,45723
50,4,9,53,67,Washington,Thurston County,252264,290536
50,4,9,53,69,Washington,Wahkiakum County,3978,4488
50,4,9,53,71,Washington,Walla Walla County,58781,60760
50,4,9,53,73,Washington,Whatcom County,201140,229247
50,4,9,53,75,Washington,Whitman County,44776,50104
50,4,9,53,77,Washington,Yakima County,243231,250873
40,3,5,54,0,West Virginia,West Virginia,1852994,1792147
50,3,5,54,1,West Virginia,Barbour County,16589,16441
50,3,5,54,3,West Virginia,Berkeley County,104169,119171
50,3,5,54,5,West Virginia,Boone County,24629,21457
50,3,5,54,7,West Virginia,Braxton County,14523,13957
50,3,5,54,9,West Virginia,Brooke County,24069,21939
50,3,5,54,11,West Virginia,Cabell County,96319,91945
50,3,5,54,13,West Virginia,Calhoun County,7627,7109
50,3,5,54,15,West Virginia,Clay County,9386,8508
50,3,5,54,17,West Virginia,Doddridge County,8202,8448
50,3,5,54,19,West Virginia,Fayette County,46039,42406
50,3,5,54,21,West Virginia,Gilmer County,8693,7823
50,3,5,54,23,West Virginia,Grant County,11937,11568
50,3,5,54,25,West Virginia,Greenbrier County,35480,34662
50,3,5,54,27,West Virginia,Hampshire County,23964,23175
50,3,5,54,29,West Virginia,Hancock County,30676,28810
50,3,5,54,31,West Virginia,Hardy County,14025,13776
50,3,5,54,33,West Virginia,Harrison County,69099,67256
50,3,5,54,35,West Virginia,Jackson County,29211,28576
50,3,5,54,37,West Virginia,Jefferson County,53498,57146
50,3,5,54,39,West Virginia,Kanawha County,193063,178124
50,3,5,54,41,West Virginia,Lewis County,16372,15907
50,3,5,54,43,West Virginia,Lincoln County,21720,20409
50,3,5,54,45,West Virginia,Logan County,36743,32019
50,3,5,54,47,West Virginia,McDowell County,22113,17624
50,3,5,54,49,West Virginia,Marion County,56418,56072
50,3,5,54,51,West Virginia,Marshall County,33107,30531
50,3,5,54,53,West Virginia,Mason County,27324,26516
50,3,5,54,55,West Virginia,Mercer County,62264,58758
50,3,5,54,57,West Virginia,Mineral County,28212,26868
50,3,5,54,59,West Virginia,Mingo County,26839,23424
50,3,5,54,61,West Virginia,Monongalia County,96189,105612
50,3,5,54,63,West Virginia,Monroe County,13502,13275
50,3,5,54,65,West Virginia,Morgan County,17541,17884
50,3,5,54,67,West Virginia,Nicholas County,26233,24496
50,3,5,54,69,West Virginia,Ohio County,44443,41411
50,3,5,54,71,West Virginia,Pendleton County,7695,6969
50,3,5,54,73,West Virginia,Pleasants County,7605,7460
50,3,5,54,75,West Virginia,Pocahontas County,8719,8247
50,3,5,54,77,West Virginia,Preston County,33520,33432
50,3,5,54,79,West Virginia,Putnam County,55486,56450
50,3,5,54,81,West Virginia,Raleigh County,78859,73361
50,3,5,54,83,West Virginia,Randolph County,29405,28695
50,3,5,54,85,West Virginia,Ritchie County,10449,9554
50,3,5,54,87,West Virginia,Roane County,14926,13688
50,3,5,54,89,West Virginia,Summers County,13927,12573
50,3,5,54,91,West Virginia,Taylor County,16895,16695
50,3,5,54,93,West Virginia,Tucker County,7141,6839
50,3,5,54,95,West Virginia,Tyler County,9208,8591
50,3,5,54,97,West Virginia,Upshur County,24254,24176
50,3,5,54,99,West Virginia,Wayne County,42481,39402
50,3,5,54,101,West Virginia,Webster County,9154,8114
50,3,5,54,103,West Virginia,Wetzel County,16583,15065
50,3,5,54,105,West Virginia,Wirt County,5717,5821
50,3,5,54,107,West Virginia,Wood County,86956,83518
50,3,5,54,109,West Virginia,Wyoming County,23796,20394
40,2,3,55,0,Wisconsin,Wisconsin,5686986,5822434
50,2,3,55,1,Wisconsin,Adams County,20875,20220
50,2,3,55,3,Wisconsin,Ashland County,16157,15562
50,2,3,55,5,Wisconsin,Barron County,45870,45244
50,2,3,55,7,Wisconsin,Bayfield County,15014,15036
50,2,3,55,9,Wisconsin,Brown County,248007,264542
50,2,3,55,11,Wisconsin,Buffalo County,13587,13031
50,2,3,55,13,Wisconsin,Burnett County,15457,15414
50,2,3,55,15,Wisconsin,Calumet County,48971,50089
50,2,3,55,17,Wisconsin,Chippewa County,62415,64658
50,2,3,55,19,Wisconsin,Clark County,34690,34774
50,2,3,55,21,Wisconsin,Columbia County,56833,57532
50,2,3,55,23,Wisconsin,Crawford County,16644,16131
50,2,3,55,25,Wisconsin,Dane County,488073,546695
50,2,3,55,27,Wisconsin,Dodge County,88759,87839
50,2,3,55,29,Wisconsin,Door County,27785,27668
50,2,3,55,31,Wisconsin,Douglas County,44159,43150
50,2,3,55,33,Wisconsin,Dunn County,43857,45368
50,2,3,55,35,Wisconsin,Eau Claire County,98736,104646
50,2,3,55,37,Wisconsin,Florence County,4423,4295
50,2,3,55,39,Wisconsin,Fond du Lac County,101633,103403
50,2,3,55,41,Wisconsin,Forest County,9304,9004
50,2,3,55,43,Wisconsin,Grant County,51208,51439
50,2,3,55,45,Wisconsin,Green County,36842,36960
50,2,3,55,47,Wisconsin,Green Lake County,19051,18913
50,2,3,55,49,Wisconsin,Iowa County,23687,23678
50,2,3,55,51,Wisconsin,Iron County,5916,5687
50,2,3,55,53,Wisconsin,Jackson County,20449,20643
50,2,3,55,55,Wisconsin,Jefferson County,83686,84769
50,2,3,55,57,Wisconsin,Juneau County,26664,26687
50,2,3,55,59,Wisconsin,Kenosha County,166426,169561
50,2,3,55,61,Wisconsin,Kewaunee County,20574,20434
50,2,3,55,63,Wisconsin,La Crosse County,114638,118016
50,2,3,55,65,Wisconsin,Lafayette County,16836,16665
50,2,3,55,67,Wisconsin,Langlade County,19977,19189
50,2,3,55,69,Wisconsin,Lincoln County,28743,27593
50,2,3,55,71,Wisconsin,Manitowoc County,81442,78981
50,2,3,55,73,Wisconsin,Marathon County,134063,135692
50,2,3,55,75,Wisconsin,Marinette County,41749,40350
50,2,3,55,77,Wisconsin,Marquette County,15404,15574
50,2,3,55,78,Wisconsin,Menominee County,4232,4556
50,2,3,55,79,Wisconsin,Milwaukee County,947735,945726
50,2,3,55,81,Wisconsin,Monroe County,44673,46253
50,2,3,55,83,Wisconsin,Oconto County,37660,37930
50,2,3,55,85,Wisconsin,Oneida County,35998,35595
50,2,3,55,87,Wisconsin,Outagamie County,176695,187885
50,2,3,55,89,Wisconsin,Ozaukee County,86395,89221
50,2,3,55,91,Wisconsin,Pepin County,7469,7287
50,2,3,55,93,Wisconsin,Pierce County,41019,42754
50,2,3,55,95,Wisconsin,Polk County,44205,43783
50,2,3,55,97,Wisconsin,Portage County,70019,70772
50,2,3,55,99,Wisconsin,Price County,14159,13351
50,2,3,55,101,Wisconsin,Racine County,195408,196311
50,2,3,55,103,Wisconsin,Richland County,18021,17252
50,2,3,55,105,Wisconsin,Rock County,160331,163354
50,2,3,55,107,Wisconsin,Rusk County,14755,14178
50,2,3,55,109,Wisconsin,St. Croix County,84345,90687
50,2,3,55,111,Wisconsin,Sauk County,61976,64442
50,2,3,55,113,Wisconsin,Sawyer County,16557,16558
50,2,3,55,115,Wisconsin,Shawano County,41949,40899
50,2,3,55,117,Wisconsin,Sheboygan County,115507,115340
50,2,3,55,119,Wisconsin,Taylor County,20689,20343
50,2,3,55,121,Wisconsin,Trempealeau County,28816,29649
50,2,3,55,123,Wisconsin,Vernon County,29773,30822
50,2,3,55,125,Wisconsin,Vilas County,21430,22195
50,2,3,55,127,Wisconsin,Walworth County,102228,103868
50,2,3,55,129,Wisconsin,Washburn County,15911,15720
50,2,3,55,131,Wisconsin,Washington County,131887,136034
50,2,3,55,133,Wisconsin,Waukesha County,389891,404198
50,2,3,55,135,Wisconsin,Waupaca County,52410,50990
50,2,3,55,137,Wisconsin,Waushara County,24496,24443
50,2,3,55,139,Wisconsin,Winnebago County,166994,171907
50,2,3,55,141,Wisconsin,Wood County,74749,72999
40,4,8,56,0,Wyoming,Wyoming,563626,578759
50,4,8,56,1,Wyoming,Albany County,36299,38880
50,4,8,56,3,Wyoming,Big Horn County,11668,11790
50,4,8,56,5,Wyoming,Campbell County,46133,46341
50,4,8,56,7,Wyoming,Carbon County,15885,14800
50,4,8,56,9,Wyoming,Converse County,13833,13822
50,4,8,56,11,Wyoming,Crook County,7083,7584
50,4,8,56,13,Wyoming,Fremont County,40123,39261
50,4,8,56,15,Wyoming,Goshen County,13249,13211
50,4,8,56,17,Wyoming,Hot Springs County,4812,4413
50,4,8,56,19,Wyoming,Johnson County,8569,8445
50,4,8,56,21,Wyoming,Laramie County,91738,99500
50,4,8,56,23,Wyoming,Lincoln County,18106,19830
50,4,8,56,25,Wyoming,Natrona County,75450,79858
50,4,8,56,27,Wyoming,Niobrara County,2484,2356
50,4,8,56,29,Wyoming,Park County,28205,29194
50,4,8,56,31,Wyoming,Platte County,8667,8393
50,4,8,56,33,Wyoming,Sheridan County,29116,30485
50,4,8,56,35,Wyoming,Sublette County,10247,9831
50,4,8,56,37,Wyoming,Sweetwater County,43806,42343
50,4,8,56,39,Wyoming,Teton County,21294,23464
50,4,8,56,41,Wyoming,Uinta County,21118,20226
50,4,8,56,43,Wyoming,Washakie County,8533,7805
50,4,8,56,45,Wyoming,Weston County,7208,6927
